transaction_id,company_name,department,transaction_date,amount
T000306,大阪電子工業  ,経理部,2025-02-16,1279543
T000542,XYZコーポレーション,経理部,2025-03-09,4261894
T002063,神戸物産 佐藤様,営業部,2025-09-21,1241364
T000944,日本化学工業(株) (4月から),経理部,2025-04-30,248026
T002535,XYZコーポレーション,サポート部,2025-11-25,2491958
T001980,（株）ABC商事,経理部,2025-09-30,4858249
T000734,東京メディカル株式会社,経理部,2025-03-05,902794
T002045,京都製造 ,経理部,2025-09-16,3682152
T000342,神戸物産株式会社,経理部,2025-02-10,2321089
T002507,全国保険株式会社 山田部長,経理部,2025-10-10,130318
T000060,(不明),サポート部,2025-01-04,2615626
T003179,大阪電子工業株式会社 (継続),経理部,2026-01-30,5140123
T000723,株式会社 北海道乳業,経理部,2025-03-24,661094
T001346,XYZコーポレーション,サポート部,2025-06-30,3372334
T000490,全国保険  ,サポート部,2025-02-11,129646
T000292,XYZコーポレーション,サポート部,2025-02-10,3907647
T000229,東海運輸株式会社,経理部,2025-01-31,172949
T002464,株式会社 中部不動産,サポート部,2025-10-18,483957
T002853,XYZコーポレーション,経理部,2025-12-24,5694865
T001485,日本化学工業株式会社 (医療),サポート部,2025-06-16,390330
T001478,日本化学工業,経理部,2025-06-18,321828
T002505,株式会社 新潟食品,営業部,2025-10-13,118391
T002181,中部不動産株式会社,サポート部,2025-09-08,419630
T000386,西日本電気株式会社,営業部,2025-02-13,444524
T000678,阪神運輸株式会社  ,経理部,2025-03-29,918578
T001705,旧阪神運輸(株),経理部,2025-07-10,221258
T001759,中部不動産 ,営業部,2025-07-10,424827
T002711,兵庫食品工業株式会社,経理部,2025-11-05,301550
T003562,瀬戸内テクノロジー株式会社 佐藤様,サポート部,2026-02-13,55950
T001538,中部不動産株式会社,サポート部,2025-06-02,581128
T000459,中部不動産,経理部,2025-02-26,575766
T001689,大阪鉄鋼(株)  ,経理部,2025-07-20,690115
T003166,,サポート部,2026-01-17,3822066
T001402,京都製造株式会社,経理部,2025-06-21,3805117
T001377,株式会社 大阪電子工業,サポート部,2025-06-03,4336738
T001407,京都製造株式会社 経営企画,サポート部,2025-06-04,4160442
T003326,(株)中部不動産,経理部,2026-01-24,454315
T002956,株式会社 関西エネルギー,営業部,2025-12-10,404244
T003833,山陽建設株式会社 総務部,経理部,2026-03-24,137116
T001222,日本化学工業 経営企画,経理部,2025-05-03,515242
T000951,日本化学工業 渡辺さん,サポート部,2025-04-01,710622
T003333,株式会社 東海運輸,サポート部,2026-01-01,46950
T002580,京都製造（株）,経理部,2025-11-05,6011710
T000133,旧株式会社 西日本電気,サポート部,2025-01-23,486706
T001812,XYZコーポレーション,サポート部,2025-08-19,3450151
T000465,中部不動産,営業部,2025-02-14,202563
T001983,ABC商事,サポート部,2025-09-27,1522817
T000430,九州自動車工業株式会社,経理部,2025-02-14,370931
T003381,-,経理部,2026-02-02,5258418
T000193,北海道乳業株式会社,営業部,2025-01-28,350210
T002002,XYZコーポレーション,サポート部,2025-09-04,2047648
T001965,ABC商事(株),営業部,2025-09-29,4240951
T000379,大阪鉄鋼 ,経理部,2025-02-19,671775
T001348,XYZコーポレーション,サポート部,2025-06-24,2035119
T000048,(株)大阪電子工業,サポート部,2025-01-15,3313915
T000704,九州自動車工業(株),経理部,2025-03-17,914005
T002159,北海道乳業,営業部,2025-09-23,395103
T002004,XYZコーポレーション,営業部,2025-09-05,3430047
T002808,(株)ABC商事  ,営業部,2025-12-09,3331609
T002430,(株)九州自動車工業  ,営業部,2025-10-16,1006410
T002496,東北機械工業(株)  ,営業部,2025-10-31,244193
T000272,エービーシー商事,経理部,2025-02-19,4454446
T001386,大阪電子工業株式会社,経理部,2025-06-09,4555382
T000079,京都製造(株),営業部,2025-01-07,4493398
T000726,北海道乳業 ,営業部,2025-03-16,802368
T003095,大阪ファイナンス株式会社,経理部,2025-12-22,208551
T000720,(株)九州自動車工業,サポート部,2025-03-14,868639
T002966,大阪鉄鋼株式会社,営業部,2025-12-19,767436
T000687,阪神運輸,サポート部,2025-03-09,625858
T000283,XYZコーポレーション 営業部,経理部,2025-02-27,3369748
T003385,株式会社 ABC商事,営業部,2026-02-16,4744328
T002056,神戸物産(株),経理部,2025-09-19,4727075
T000059,株式会社 大阪電子工業,サポート部,2025-01-20,2822692
T001896,日本化学工業,営業部,2025-08-02,679205
T001152,京都製造株式会社,経理部,2025-05-16,1082324
T000010,株式会社ABC商事,サポート部,2025-01-05,2034430
T001405,京都製造  ,サポート部,2025-06-13,4409415
T001986,XYZコーポレーション  ,営業部,2025-09-17,1469729
T003561,株式会社 四国電機 佐藤様,営業部,2026-02-05,76516
T001366,XYZコーポレーション  ,サポート部,2025-06-27,4724418
T002128,(株)阪神運輸,経理部,2025-09-13,742638
T001889,西日本電気(株),営業部,2025-08-12,591506
T001615,XYZコーポレーション (食品),営業部,2025-07-12,3008323
T001301,瀬戸内テクノロジー(株)  ,サポート部,2025-05-01,87405
T000553,大阪電子工業,営業部,2025-03-25,5793390
T000645,大阪鉄鋼 (新規),営業部,2025-03-12,506426
T001209,西日本電気(株),経理部,2025-05-11,658245
T003629,XYZコーポレーション,経理部,2026-03-01,2245661
T003538,東京メディカル ,サポート部,2026-02-22,412335
T000291,XYZコーポレーション,サポート部,2025-02-10,2692658
T003033,-,サポート部,2025-12-05,1115749
T002208,(株)瀬戸内テクノロジー  ,営業部,2025-09-01,141588
T001874,関西エネルギー(株),経理部,2025-08-10,548781
T002771,近畿システムズ(株),経理部,2025-11-23,199891
T000916,関西エネルギー株式会社,経理部,2025-04-23,609018
T000958,阪神運輸(株),営業部,2025-04-07,655786
T002729,北海道乳業,経理部,2025-11-05,554825
T002407,日本化学工業株式会社,経理部,2025-10-28,790643
T002410,N/A,営業部,2025-10-13,699224
T000402,日本化学工業株式会社,営業部,2025-02-24,366218
T001554,(株)東海運輸,サポート部,2025-06-03,87910
T003795,株式会社 九州自動車工業,営業部,2026-03-31,271945
T003791,(株)兵庫食品工業,サポート部,2026-03-11,578519
T002461,株式会社 東京メディカル,サポート部,2025-10-02,908875
T002305,大阪電子工業株式会社,経理部,2025-10-23,3721677
T002476,中部不動産株式会社  ,サポート部,2025-10-08,987298
T002934,神戸物産 ,サポート部,2025-12-14,6998895
T000404,株式会社 日本化学工業,経理部,2025-02-15,287541
T000938,(株)西日本電気 渡辺さん,経理部,2025-04-23,609054
T000105,株式会社 神戸物産,サポート部,2025-01-04,4025285
T000017,(株)ABC商事,サポート部,2025-01-17,3554206
T001685,大阪鉄鋼株式会社 (医療),営業部,2025-07-12,565062
T001501,兵庫食品工業株式会社,営業部,2025-06-12,478293
T003268,(株)西日本電気,営業部,2026-01-20,633342
T000950,日本化学工業,営業部,2025-04-02,339849
T002824,ABC商事(株) (契約更新),営業部,2025-12-22,4627884
T003767,日本化学工業株式会社,経理部,2026-03-23,575957
T002686,(株)阪神運輸  ,サポート部,2025-11-04,303507
T003605,ABC商事(株),経理部,2026-03-22,1719302
T003448,京都製造株式会社,サポート部,2026-02-27,1376381
T001480,日本化学工業株式会社,経理部,2025-06-02,210913
T000245,大阪ファイナンス  ,営業部,2025-01-25,137167
T001308,未設定,経理部,2025-05-15,93211
T001252,九州自動車工業   ,経理部,2025-05-19,403019
T003525,株式会社 九州自動車工業,営業部,2026-02-22,264062
T002556,株式会社 大阪電子工業,営業部,2025-11-13,4519823
T000130,(不明),営業部,2025-01-30,502020
T001382,株式会社 大阪電子工業 経営企画,サポート部,2025-06-11,4234986
T001764,近畿システムズ	,営業部,2025-07-24,72476
T003476,株式会社 関西エネルギー,営業部,2026-02-04,211480
T001232,（株）阪神運輸,サポート部,2025-05-08,445637
T001032,東海運輸株式会社  ,営業部,2025-04-25,75297
T000895,神戸物産株式会社 経理部,営業部,2025-04-27,2750012
T001674,関西エネルギー(株),営業部,2025-07-15,312156
T000652,大阪鉄鋼(株),経理部,2025-03-21,788770
T003198,京都製造株式会社,経理部,2026-01-08,2382378
T001191,関西エネルギー株式会社,経理部,2025-05-03,265214
T002568,未設定,経理部,2025-11-05,1574261
T003598,株式会社 ABC商事 山田部長,経理部,2026-03-09,7624727
T003059,東京メディカル株式会社,サポート部,2025-12-23,890227
T001937,近畿システムズ(株) 鈴木様,サポート部,2025-08-09,62856
T001888,旧西日本電気株式会社,営業部,2025-08-09,440239
T003029,株式会社 九州自動車工業,経理部,2025-12-27,575517
T000632,関西エネルギー,営業部,2025-03-17,343614
T003346,大阪ファイナンス(株),営業部,2026-01-05,78044
T001283,中部不動産,サポート部,2025-05-28,487796
T001228,阪神運輸 ,営業部,2025-05-03,764814
T001605,XYZコーポレーション 佐藤様,経理部,2025-07-24,2036230
T001779,株式会社 新潟食品,経理部,2025-07-14,139059
T002026,-,営業部,2025-09-03,4691939
T001706,(株)阪神運輸 高橋課長,営業部,2025-07-05,555428
T003103,東北機械工業(株) (継続),営業部,2025-12-08,229972
T002093,大阪鉄鋼   ,サポート部,2025-09-23,246893
T002981,(株)西日本電気,サポート部,2025-12-15,284998
T000937,西日本電気(株),経理部,2025-04-21,412987
T001216,西日本電気株式会社,営業部,2025-05-09,780990
T002540,XYZコーポレーション,サポート部,2025-11-24,6173118
T003720,(株)神戸物産,経理部,2026-03-27,4135935
T003054,(株)東京メディカル,経理部,2025-12-20,600612
T000814,XYZコーポレーション (4月から),経理部,2025-04-11,1284432
T003357,株式会社 全国保険,サポート部,2026-01-04,172093
T002764,(不明),経理部,2025-11-11,303028
T001560,株式会社 山陽建設,経理部,2025-06-27,82701
T001150,京都製造株式会社,経理部,2025-05-27,3625882
T002650,大阪鉄鋼株式会社 (食品),営業部,2025-11-23,1000686
T002607,京都製造,経理部,2025-11-24,4723241
T001042,瀬戸内テクノロジー,サポート部,2025-04-28,162187
T000897,神戸物産(株),経理部,2025-04-03,1575543
T001527,株式会社 東京メディカル,経理部,2025-06-25,609617
T002809,株式会社ABC商事,営業部,2025-12-11,5623081
T001245,兵庫食品工業(株),サポート部,2025-05-26,448243
T002538,(不明),経理部,2025-11-24,1519966
T002369,(株)大阪鉄鋼,経理部,2025-10-25,961872
T003832,山陽建設株式会社,経理部,2026-03-27,198009
T003810,東京メディカル   ,経理部,2026-03-22,572416
T002951,関西エネルギー 経理部,営業部,2025-12-06,945909
T001048,(株)ジャパン医薬品,経理部,2025-04-17,123109
T002796,ジャパン医薬品株式会社,経理部,2025-11-02,134482
T002141,兵庫食品工業 鈴木様,サポート部,2025-09-19,560530
T002939,株式会社 神戸物産 渡辺さん,サポート部,2025-12-09,3724575
T001602,,サポート部,2025-07-15,1546030
T001250,九州自動車工業株式会社 経理部,経理部,2025-05-13,686758
T001135,-,経理部,2025-05-26,2544493
T003835,山陽建設株式会社  ,営業部,2026-03-11,137962
T003323,中部不動産株式会社,サポート部,2026-01-30,515846
T001338,ABC商事(株)  ,営業部,2025-06-09,4617274
T002315,N/A,営業部,2025-10-26,2367138
T001181,神戸物産株式会社 (医療),サポート部,2025-05-20,4860649
T003854,全国保険(株)  ,営業部,2026-03-07,90413
T003301,北海道乳業   ,サポート部,2026-01-13,414794
T003741,大阪鉄鋼株式会社,経理部,2026-03-28,1042136
T002803,株式会社 新潟食品,経理部,2025-11-30,217484
T003019,兵庫食品工業,経理部,2025-12-31,1048088
T002403,日本化学工業株式会社 田中様,経理部,2025-10-17,426436
T001735,北海道乳業(株),営業部,2025-07-23,504688
T002727,北海道乳業(株) 購買部,経理部,2025-11-21,348765
T000708,(株)九州自動車工業 渡辺さん,経理部,2025-03-27,687985
T002439,(株)九州自動車工業,サポート部,2025-10-28,458903
T000558,大阪電子工業株式会社 (食品),経理部,2025-03-29,5763171
T000082,京都製造株式会社,経理部,2025-01-18,4354890
T000802,ABC商事（株）,経理部,2025-04-09,1222655
T002042,京都製造(株) (継続),営業部,2025-09-11,4106740
T000056,大阪電子工業株式会社 佐藤様,経理部,2025-01-01,3768379
T000172,九州自動車工業(株) 経営企画,営業部,2025-01-07,222394
T000689,阪神運輸株式会社,営業部,2025-03-26,665852
T002415,阪神運輸,営業部,2025-10-08,685380
T000065,大阪電子工業株式会社,経理部,2025-01-10,2203403
T003782,株式会社 阪神運輸,営業部,2026-03-06,773950
T000864,京都製造株式会社,営業部,2025-04-24,4665314
T003502,日本化学工業,経理部,2026-02-02,511715
T000775,(株)全国保険,経理部,2025-03-18,199358
T000931,(株)西日本電気,営業部,2025-04-25,667541
T000664,株式会社 西日本電気,営業部,2025-03-19,458752
T003746,大阪鉄鋼株式会社,経理部,2026-03-12,1028231
T000612,神戸物産 ,サポート部,2025-03-18,4694586
T003429,株式会社 京都製造	,経理部,2026-02-12,5222270
T002690,阪神運輸株式会社  ,サポート部,2025-11-05,644468
T000095,神戸物産株式会社  ,経理部,2025-01-28,2761854
T000701,兵庫食品工業,経理部,2025-03-09,797131
T001128,大阪電子工業株式会社,サポート部,2025-05-20,4988346
T002021,大阪電子工業 (物流),営業部,2025-09-13,4298035
T002688,阪神運輸株式会社,サポート部,2025-11-10,1039561
T002919,京都製造(株) 購買部,営業部,2025-12-09,4112544
T002078,神戸物産株式会社,サポート部,2025-09-04,4657840
T002730,北海道乳業株式会社 (物流),サポート部,2025-11-08,578020
T002472,中部不動産(株),サポート部,2025-10-31,709905
T002725,(不明),経理部,2025-11-11,494625
T002630,関西エネルギー株式会社,経理部,2025-11-08,841041
T003571,(不明),経理部,2026-02-03,169793
T000506,ABC商事 (継続),営業部,2025-03-01,2804154
T000074,京都製造(株),サポート部,2025-01-29,3117193
T002482,,営業部,2025-10-15,121104
T002384,西日本電気(株),サポート部,2025-10-25,943042
T000069,株式会社 京都製造,サポート部,2025-01-28,4223277
T000955,阪神運輸,経理部,2025-04-12,765940
T002380,大阪鉄鋼株式会社,経理部,2025-10-31,1032317
T001897,株式会社 日本化学工業,経理部,2025-08-24,642019
T001432,神戸物産  ,営業部,2025-06-06,3413053
T002013,大阪電子工業株式会社,サポート部,2025-09-05,4523269
T003132,ABC商事,営業部,2026-01-13,4047278
T002142,(株)兵庫食品工業  ,営業部,2025-09-10,612736
T003606,株式会社 ABC商事,営業部,2026-03-16,6758909
T002844,XYZコーポレーション,営業部,2025-12-06,3531669
T001073,ABC商事 ,経理部,2025-05-31,2959978
T003192,京都製造株式会社 (物流),サポート部,2026-01-03,3140829
T002598,京都製造(株),営業部,2025-11-09,2582554
T000179,九州自動車工業(株),営業部,2025-01-21,232663
T001479,株式会社 日本化学工業,経理部,2025-06-03,775956
T002843,(不明),経理部,2025-12-16,4507115
T002386,(不明),サポート部,2025-10-30,528078
T003819,中部不動産(株) (継続),経理部,2026-03-08,606153
T002153,旧九州自動車工業,営業部,2025-09-03,385710
T002282,株式会社 大阪電子工業,経理部,2025-10-10,5860138
T002463,-,経理部,2025-10-03,946618
T003123,(株)ABC商事 (医療),営業部,2026-01-01,3422403
T003328,近畿システムズ株式会社,営業部,2026-01-24,76271
T002183,中部不動産株式会社,サポート部,2025-09-07,333308
T000381,大阪鉄鋼 ,経理部,2025-02-12,417533
T001438,神戸物産(株),サポート部,2025-06-14,3078310
T001624,未設定,サポート部,2025-07-17,2159823
T001444,関西エネルギー株式会社  ,経理部,2025-06-14,329858
T003743,-,経理部,2026-03-27,600561
T000287,XYZコーポレーション,サポート部,2025-02-18,4444411
T000772,(株)東北機械工業,サポート部,2025-03-24,132670
T001978,株式会社 ABC商事,経理部,2025-09-01,3237334
T001351,XYZコーポレーション,経理部,2025-06-13,3961471
T001588,ABC商事(株),サポート部,2025-07-09,1933056
T000448,東京メディカル   ,営業部,2025-02-20,324087
T002904,京都製造株式会社,経理部,2025-12-07,4748674
T002283,大阪電子工業,経理部,2025-10-13,5429892
T001192,関西エネルギー株式会社,経理部,2025-05-22,751818
T000297,XYZコーポレーション,サポート部,2025-02-17,2322465
T000121,大阪鉄鋼  ,経理部,2025-01-18,717781
T003826,近畿システムズ株式会社,経理部,2026-03-19,62624
T002882,大阪電子工業 田中様,経理部,2025-12-01,5311252
T002180,-,経理部,2025-09-28,334357
T003714,旧(株)神戸物産,営業部,2026-03-26,8410398
T002770,近畿システムズ株式会社,営業部,2025-11-09,251040
T003475,株式会社 関西エネルギー 営業部,経理部,2026-02-27,641572
T003697,神戸物産,営業部,2026-03-21,4646050
T001558,山陽建設株式会社,サポート部,2025-06-25,93542
T002032,大阪電子工業株式会社,サポート部,2025-09-01,1424174
T001322,ABC商事,経理部,2025-06-12,1184293
T001777,(株)新潟食品,経理部,2025-07-14,100410
T002508,全国保険株式会社,サポート部,2025-10-14,160347
T001905,阪神運輸株式会社,サポート部,2025-08-10,570594
T001968,株式会社ABC商事  ,サポート部,2025-09-26,1201456
T003481,関西エネルギー株式会社,営業部,2026-02-27,487340
T001399,京都製造株式会社,サポート部,2025-06-10,3885614
T001325,エービーシー商事,サポート部,2025-06-05,2392704
T003628,XYZコーポレーション (継続),経理部,2026-03-01,4169594
T003713,神戸物産 ,サポート部,2026-03-27,6041813
T002194,近畿システムズ株式会社,経理部,2025-09-15,88696
T001303,大阪ファイナンス株式会社 (新規),営業部,2025-05-12,127974
T000991,北海道乳業株式会社,経理部,2025-04-19,755919
T002867,大阪電子工業(株),サポート部,2025-12-03,6551272
T002872,大阪電子工業株式会社,営業部,2025-12-20,3768080
T003428,株式会社 京都製造  ,経理部,2026-02-08,2850155
T003283,株式会社 兵庫食品工業,サポート部,2026-01-09,678072
T000768,株式会社 ジャパン医薬品 鈴木様,サポート部,2025-03-17,140510
T000693,兵庫食品工業  ,サポート部,2025-03-21,862058
T001331,株式会社 ABC商事,経理部,2025-06-26,4189742
T001619,大阪電子工業株式会社,サポート部,2025-07-30,1390961
T000351,神戸物産株式会社 (物流),経理部,2025-02-04,3930530
T001834,(株)京都製造,サポート部,2025-08-24,4216582
T002494,旧ジャパン医薬品,サポート部,2025-10-18,78418
T000046,大阪電子工業(株) 山田部長,経理部,2025-01-17,3049051
T003233,神戸物産(株),サポート部,2026-01-17,1910881
T002109,西日本電気(株),経理部,2025-09-19,214901
T003136,株式会社 ABC商事,営業部,2026-01-16,3291237
T002781,山陽建設(株) [要確認],経理部,2025-11-16,204878
T001771,瀬戸内テクノロジー(株),営業部,2025-07-06,54156
T001742,東京メディカル株式会社,営業部,2025-07-08,603699
T003582,ABC商事(株),営業部,2026-03-23,7533213
T000651,大阪鉄鋼	,サポート部,2025-03-31,778934
T000705,九州自動車工業(株),営業部,2025-03-22,670326
T001645,京都製造 佐藤様,営業部,2025-07-20,3006910
T003358,全国保険 ,サポート部,2026-01-16,98037
T002487,瀬戸内テクノロジー株式会社 (契約更新),サポート部,2025-10-10,164556
T001625,大阪電子工業株式会社,サポート部,2025-07-30,2495217
T000360,(株)神戸物産,サポート部,2025-02-01,963138
T000101,株式会社 神戸物産  ,営業部,2025-01-18,1042576
T001465,株式会社 大阪鉄鋼 田中様,営業部,2025-06-12,449825
T003594,未設定,サポート部,2026-03-13,6465269
T003434,京都製造,経理部,2026-02-24,3715068
T001772,大阪ファイナンス(株),経理部,2025-07-16,170151
T000968,未設定,サポート部,2025-04-28,426956
T003638,大阪電子工業株式会社,サポート部,2026-03-29,3619281
T003455,(株)神戸物産,経理部,2026-02-18,4848570
T002223,(株)ABC商事  ,営業部,2025-10-09,3791440
T002175,東京メディカル株式会社,営業部,2025-09-07,710168
T000514,株式会社ABC商事,営業部,2025-03-09,1658706
T001631,大阪電子工業株式会社 [要確認],経理部,2025-07-24,2052559
T003845,大阪ファイナンス(株),営業部,2026-03-27,216358
T002029,大阪電子工業株式会社,経理部,2025-09-28,2520642
T002621,神戸物産   ,営業部,2025-11-11,4188462
T002986,西日本電気株式会社,サポート部,2025-12-23,461178
T002588,京都製造,サポート部,2025-11-06,4263548
T002516,ABC商事(株),営業部,2025-11-22,2379559
T001990,XYZコーポレーション 鈴木様,サポート部,2025-09-17,1653297
T002728,(株)北海道乳業,営業部,2025-11-20,1018648
T000426,兵庫食品工業株式会社	,経理部,2025-02-15,518060
T003314,東京メディカル   ,サポート部,2026-01-01,200403
T001459,大阪鉄鋼 ,サポート部,2025-06-10,442669
T001672,関西エネルギー ,経理部,2025-07-09,188606
T001944,旧株式会社 山陽建設,経理部,2025-08-17,105726
T000954,阪神運輸(株) (食品),サポート部,2025-04-03,515830
T001730,北海道乳業 ,経理部,2025-07-17,598833
T003378,ABC商事  ,経理部,2026-02-25,6056847
T001264,旧(株)北海道乳業,営業部,2025-05-29,474725
T000512,ABC商事（株） [要確認],営業部,2025-03-03,2682514
T000388,株式会社 西日本電気 山田部長,サポート部,2025-02-23,377848
T002989,西日本電気株式会社,経理部,2025-12-01,553763
T002388,株式会社 西日本電気,サポート部,2025-10-31,345602
T002064,(株)神戸物産,経理部,2025-09-24,2158006
T001835,株式会社 京都製造 [要確認],営業部,2025-08-22,1069198
T000831,大阪電子工業   ,営業部,2025-04-23,4075525
T003707,神戸物産,サポート部,2026-03-28,7489116
T000035,XYZコーポレーション,サポート部,2025-01-24,3274131
T001002,北海道乳業,営業部,2025-04-20,431069
T000869,(株)京都製造,営業部,2025-04-07,1807594
T002247,XYZコーポレーション,経理部,2025-10-03,2681871
T003646,大阪電子工業株式会社,営業部,2026-03-06,4374700
T000149,阪神運輸,営業部,2025-01-28,601126
T003824,中部不動産	,経理部,2026-03-23,839184
T000302,大阪電子工業(株),サポート部,2025-02-10,1058795
T003460,神戸物産 (新規),営業部,2026-02-28,2989290
T001424,神戸物産 ,サポート部,2025-06-04,3218619
T000016,エービーシー商事,サポート部,2025-01-09,3099610
T001876,大阪鉄鋼株式会社 [要確認],サポート部,2025-08-14,643909
T001051,東北機械工業株式会社,経理部,2025-04-25,186301
T002481,山陽建設株式会社,営業部,2025-10-17,115375
T001242,兵庫食品工業 山田部長,経理部,2025-05-07,372471
T003452,神戸物産株式会社,サポート部,2026-02-25,4189990
T003409,XYZコーポレーション,営業部,2026-02-13,2311248
T003416,大阪電子工業株式会社,営業部,2026-02-11,1680631
T003412,大阪電子工業,営業部,2026-02-27,3375634
T000562,大阪電子工業株式会社,サポート部,2025-03-01,1389877
T002546,XYZコーポレーション [要確認],サポート部,2025-11-20,5441216
T003774,阪神運輸(株) 鈴木様,サポート部,2026-03-05,469966
T003649,大阪電子工業	,経理部,2026-03-08,6452263
T000102,神戸物産株式会社,経理部,2025-01-23,2996879
T003005,阪神運輸株式会社,サポート部,2025-12-26,982864
T000698,(株)兵庫食品工業,サポート部,2025-03-12,587926
T001614,XYZコーポレーション,営業部,2025-07-09,2115174
T001711,兵庫食品工業(株),経理部,2025-07-12,313971
T002414,阪神運輸 ,経理部,2025-10-24,724428
T000363,株式会社 関西エネルギー,サポート部,2025-02-19,409518
T001740,株式会社 東京メディカル,経理部,2025-07-11,288920
T001709,(株)阪神運輸,営業部,2025-07-02,507125
T002345,神戸物産(株),サポート部,2025-10-03,2136045
T002433,九州自動車工業(株) (物流),サポート部,2025-10-21,938407
T003505,(株)阪神運輸,サポート部,2026-02-24,320934
T000203,(株)東京メディカル (契約更新),経理部,2025-01-14,503578
T000208,東京メディカル株式会社,サポート部,2025-01-03,385751
T000737,株式会社 東京メディカル,サポート部,2025-03-14,898664
T002228,ABC商事 (物流),営業部,2025-10-22,1643569
T002611,株式会社 神戸物産,サポート部,2025-11-21,5620664
T000265,ABC商事  ,経理部,2025-02-05,3210027
T003269,(不明),経理部,2026-01-03,322816
T001376,大阪電子工業 ,経理部,2025-06-22,2997756
T003229,株式会社 神戸物産,営業部,2026-01-27,3659306
T002158,(株)北海道乳業 (医療),サポート部,2025-09-13,535968
T000711,九州自動車工業株式会社	,サポート部,2025-03-16,470106
T000184,九州自動車工業株式会社  ,経理部,2025-01-13,636196
T003511,兵庫食品工業株式会社  ,サポート部,2026-02-05,300467
T001269,株式会社 東京メディカル,営業部,2025-05-11,650405
T003642,大阪電子工業株式会社,サポート部,2026-03-16,3100464
T003083,四国電機株式会社  ,サポート部,2025-12-04,117706
T002135,兵庫食品工業株式会社,営業部,2025-09-16,555069
T001817,大阪電子工業株式会社,営業部,2025-08-05,1437603
T002266,XYZコーポレーション  ,経理部,2025-10-14,1664988
T000271,エービーシー商事 渡辺さん,営業部,2025-02-18,1936017
T000962,兵庫食品工業,営業部,2025-04-28,409668
T002156,九州自動車工業 (食品),営業部,2025-09-26,310973
T000215,中部不動産株式会社,サポート部,2025-01-15,308529
T000155,阪神運輸株式会社,サポート部,2025-01-30,720856
T000233,山陽建設株式会社  ,営業部,2025-01-09,167786
T003195,京都製造株式会社,経理部,2026-01-02,1806480
T000367,関西エネルギー(株)  ,サポート部,2025-02-19,628738
T003135,エービーシー商事,サポート部,2026-01-12,6632441
T000823,XYZコーポレーション,サポート部,2025-04-20,4084205
T002696,阪神運輸株式会社,経理部,2025-11-05,635494
T003093,大阪ファイナンス株式会社,経理部,2025-12-10,254308
T003118,ABC商事(株),サポート部,2026-01-10,5669373
T001312,(株)東北機械工業  ,経理部,2025-05-27,54735
T002495,(株)東北機械工業,サポート部,2025-10-18,221769
T000812,XYZコーポレーション,サポート部,2025-04-18,3869107
T000234,四国電機株式会社,経理部,2025-01-29,141641
T000832,(株)大阪電子工業,営業部,2025-04-17,3966543
T001642,(株)大阪電子工業 (物流),サポート部,2025-07-13,3123958
T000470,(株)東海運輸,サポート部,2025-02-08,113814
T002030,大阪電子工業 ,経理部,2025-09-14,1237617
T003020,(株)九州自動車工業,経理部,2025-12-03,552130
T000854,京都製造 ,経理部,2025-04-27,1736641
T003581,(株)ABC商事,営業部,2026-03-28,2571570
T003293,(不明),経理部,2026-01-29,439831
T003797,九州自動車工業株式会社,サポート部,2026-03-14,977402
T002778,山陽建設(株)  ,営業部,2025-11-16,67615
T000353,旧神戸物産(株),サポート部,2025-02-19,3617953
T002709,兵庫食品工業 (契約更新),営業部,2025-11-15,803402
T003415,大阪電子工業,サポート部,2026-02-09,1448926
T001545,中部不動産株式会社  ,営業部,2025-06-07,621024
T001246,兵庫食品工業(株),サポート部,2025-05-15,330889
T003689,,経理部,2026-03-12,2419425
T000204,(株)東京メディカル,経理部,2025-01-27,579430
T001603,XYZコーポレーション,経理部,2025-07-26,4131680
T002237,ABC商事株式会社 (契約更新),営業部,2025-10-05,4564972
T003435,株式会社 京都製造,経理部,2026-02-25,2432640
T000579,N/A,サポート部,2025-03-11,3344103
T000141,日本化学工業株式会社,営業部,2025-01-28,305239
T000162,阪神運輸株式会社,営業部,2025-01-24,616716
T003469,関西エネルギー 高橋課長,営業部,2026-02-06,338513
T002525,ABC商事,サポート部,2025-11-10,4591684
T000527,ABC商事(株) (継続),営業部,2025-03-09,3127920
T002041,京都製造株式会社,サポート部,2025-09-09,4223788
T002797,東北機械工業,営業部,2025-11-14,182816
T001081,ABC商事,サポート部,2025-05-20,2249815
T001365,未設定,サポート部,2025-06-20,1240088
T002207,瀬戸内テクノロジー	,経理部,2025-09-18,67815
T002977,西日本電気株式会社,サポート部,2025-12-29,1022055
T001272,東京メディカル,サポート部,2025-05-20,268024
T002615,株式会社 神戸物産  ,営業部,2025-11-19,3448686
T002124,阪神運輸株式会社,サポート部,2025-09-24,755678
T002533,XYZコーポレーション,営業部,2025-11-17,6125204
T002509,ABC商事,営業部,2025-11-25,2531557
T001734,北海道乳業株式会社,サポート部,2025-07-04,379576
T003623,(不明),営業部,2026-03-30,3450817
T003259,西日本電気(株),営業部,2026-01-07,363243
T002027,(株)大阪電子工業,経理部,2025-09-21,2956750
T000376,(株)大阪鉄鋼  ,サポート部,2025-02-12,434583
T000851,N/A,サポート部,2025-04-02,2400026
T002799,新潟食品   ,サポート部,2025-11-06,170562
T003088,瀬戸内テクノロジー,サポート部,2025-12-16,107441
T000984,株式会社 九州自動車工業,経理部,2025-04-17,328670
T002422,兵庫食品工業株式会社  ,サポート部,2025-10-25,997880
