year_month,product_id,product_name,category,launch_date,unit_price,units_sold,revenue,material_cost,manufacturing_cost,logistics_cost,total_cost,gross_profit,gross_margin_pct
2025-11-01,P0147,ヒューズ 中型,電子部品,2021-09-30,311,890,276790,145796,27679,13839,187314,89476,32.33
2025-12-01,P0147,ヒューズ 中型,電子部品,2021-09-30,316,714,225624,118845,22562,11281,152688,72936,32.33
2026-01-01,P0147,ヒューズ 中型,電子部品,2021-09-30,316,691,218356,115017,21835,10917,147769,70587,32.33
2026-02-01,P0147,ヒューズ 中型,電子部品,2021-09-30,314,721,226394,119251,22639,11319,153209,73185,32.33
2026-03-01,P0147,ヒューズ 中型,電子部品,2021-09-30,316,831,262596,138320,26259,13129,177708,84888,32.33
2024-04-01,P0148,ヒューズ 大型,電子部品,2023-06-06,488,1733,845704,389891,84570,42285,516746,328958,38.9
2024-05-01,P0148,ヒューズ 大型,電子部品,2023-06-06,500,1583,791500,364901,79150,39575,483626,307874,38.9
2024-06-01,P0148,ヒューズ 大型,電子部品,2023-06-06,503,1292,649876,299609,64987,32493,397089,252787,38.9
2024-07-01,P0148,ヒューズ 大型,電子部品,2023-06-06,490,1294,634060,292317,63406,31703,387426,246634,38.9
2024-08-01,P0148,ヒューズ 大型,電子部品,2023-06-06,490,1525,747250,344501,74725,37362,456588,290662,38.9
2024-09-01,P0148,ヒューズ 大型,電子部品,2023-06-06,493,1571,774503,357065,77450,38725,473240,301263,38.9
2024-10-01,P0148,ヒューズ 大型,電子部品,2023-06-06,495,1885,933075,430171,93307,46653,570131,362944,38.9
2024-11-01,P0148,ヒューズ 大型,電子部品,2023-06-06,501,1672,837672,386188,83767,41883,511838,325834,38.9
2024-12-01,P0148,ヒューズ 大型,電子部品,2023-06-06,504,1553,782712,360850,78271,39135,478256,304456,38.9
2025-01-01,P0148,ヒューズ 大型,電子部品,2023-06-06,494,1574,777556,358473,77755,38877,475105,302451,38.9
2025-02-01,P0148,ヒューズ 大型,電子部品,2023-06-06,496,1657,821872,378903,82187,41093,502183,319689,38.9
2025-03-01,P0148,ヒューズ 大型,電子部品,2023-06-06,491,1315,645665,297668,64566,32283,394517,251148,38.9
2025-04-01,P0148,ヒューズ 大型,電子部品,2023-06-06,489,1627,795603,366793,79560,39780,486133,309470,38.9
2025-05-01,P0148,ヒューズ 大型,電子部品,2023-06-06,493,1528,753304,347292,75330,37665,460287,293017,38.9
2025-06-01,P0148,ヒューズ 大型,電子部品,2023-06-06,486,1423,691578,318835,69157,34578,422570,269008,38.9
2025-07-01,P0148,ヒューズ 大型,電子部品,2023-06-06,493,1600,788800,363656,78880,39440,481976,306824,38.9
2025-08-01,P0148,ヒューズ 大型,電子部品,2023-06-06,494,1139,562666,259403,56266,28133,343802,218864,38.9
2025-09-01,P0148,ヒューズ 大型,電子部品,2023-06-06,498,1617,805266,371248,80526,40263,492037,313229,38.9
2025-10-01,P0148,ヒューズ 大型,電子部品,2023-06-06,486,1642,798012,367903,79801,39900,487604,310408,38.9
2025-11-01,P0148,ヒューズ 大型,電子部品,2023-06-06,495,1782,882090,406665,88209,44104,538978,343112,38.9
2025-12-01,P0148,ヒューズ 大型,電子部品,2023-06-06,501,1228,615228,283635,61522,30761,375918,239310,38.9
2026-01-01,P0148,ヒューズ 大型,電子部品,2023-06-06,498,1494,744012,343008,74401,37200,454609,289403,38.9
2026-02-01,P0148,ヒューズ 大型,電子部品,2023-06-06,494,1363,673322,310418,67332,33666,411416,261906,38.9
2026-03-01,P0148,ヒューズ 大型,電子部品,2023-06-06,487,1649,803063,370232,80306,40153,490691,312372,38.9
2024-04-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,729,463,337527,195710,33752,16876,246338,91189,27.02
2024-05-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,716,357,255612,148213,25561,12780,186554,69058,27.02
2024-06-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,718,384,275712,159867,27571,13785,201223,74489,27.02
2024-07-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,714,303,216342,125443,21634,10817,157894,58448,27.02
2024-08-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,729,362,263898,153017,26389,13194,192600,71298,27.02
2024-09-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,713,336,239568,138910,23956,11978,174844,64724,27.02
2024-10-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,727,427,310429,179998,31042,15521,226561,83868,27.02
2024-11-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,715,416,297440,172466,29744,14872,217082,80358,27.02
2024-12-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,737,402,296274,171790,29627,14813,216230,80044,27.02
2025-01-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,716,364,260624,151119,26062,13031,190212,70412,27.02
2025-02-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,720,375,270000,156555,27000,13500,197055,72945,27.02
2025-03-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,719,332,238708,138411,23870,11935,174216,64492,27.02
2025-04-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,722,450,324900,188388,32490,16245,237123,87777,27.02
2025-05-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,725,422,305950,177401,30595,15297,223293,82657,27.02
2025-06-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,710,352,249920,144912,24992,12496,182400,67520,27.02
2025-07-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,713,369,263097,152553,26309,13154,192016,71081,27.02
2025-08-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,718,329,236222,136970,23622,11811,172403,63819,27.02
2025-09-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,726,388,281688,163333,28168,14084,205585,76103,27.02
2025-10-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,718,327,234786,136137,23478,11739,171354,63432,27.02
2025-11-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,712,463,329656,191146,32965,16482,240593,89063,27.02
2025-12-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,719,342,245898,142580,24589,12294,179463,66435,27.02
2026-01-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,730,333,243090,140952,24309,12154,177415,65675,27.02
2026-02-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,723,315,227745,132054,22774,11387,166215,61530,27.02
2026-03-01,P0149,ヒューズ 業務用,電子部品,2021-09-01,719,429,308451,178851,30845,15422,225118,83333,27.02
2024-04-01,P0150,ヒューズ HD,電子部品,2019-09-07,952,2387,2272424,1317291,227242,113621,1658154,614270,27.03
2024-05-01,P0150,ヒューズ HD,電子部品,2019-09-07,955,1788,1707540,989836,170754,85377,1245967,461573,27.03
2024-06-01,P0150,ヒューズ HD,電子部品,2019-09-07,966,1585,1531110,887562,153111,76555,1117228,413882,27.03
2024-07-01,P0150,ヒューズ HD,電子部品,2019-09-07,964,1858,1791112,1038281,179111,89555,1306947,484165,27.03
2024-08-01,P0150,ヒューズ HD,電子部品,2019-09-07,958,1560,1494480,866328,149448,74724,1090500,403980,27.03
2024-09-01,P0150,ヒューズ HD,電子部品,2019-09-07,983,2511,2468313,1430845,246831,123415,1801091,667222,27.03
2024-10-01,P0150,ヒューズ HD,電子部品,2019-09-07,973,1742,1694966,982547,169496,84748,1236791,458175,27.03
2024-11-01,P0150,ヒューズ HD,電子部品,2019-09-07,974,1968,1916832,1111159,191683,95841,1398683,518149,27.03
2024-12-01,P0150,ヒューズ HD,電子部品,2019-09-07,982,1981,1945342,1127686,194534,97267,1419487,525855,27.03
2025-01-01,P0150,ヒューズ HD,電子部品,2019-09-07,961,1498,1439578,834502,143957,71978,1050437,389141,27.03
2025-02-01,P0150,ヒューズ HD,電子部品,2019-09-07,954,2164,2064456,1196735,206445,103222,1506402,558054,27.03
2025-03-01,P0150,ヒューズ HD,電子部品,2019-09-07,975,1785,1740375,1008869,174037,87018,1269924,470451,27.03
2025-04-01,P0150,ヒューズ HD,電子部品,2019-09-07,973,2225,2164925,1254975,216492,108246,1579713,585212,27.03
2025-05-01,P0150,ヒューズ HD,電子部品,2019-09-07,974,2118,2062932,1195851,206293,103146,1505290,557642,27.03
2025-06-01,P0150,ヒューズ HD,電子部品,2019-09-07,971,1548,1503108,871329,150310,75155,1096794,406314,27.03
2025-07-01,P0150,ヒューズ HD,電子部品,2019-09-07,981,2013,1974753,1144735,197475,98737,1440947,533806,27.03
2025-08-01,P0150,ヒューズ HD,電子部品,2019-09-07,952,1542,1467984,850968,146798,73399,1071165,396819,27.03
2025-09-01,P0150,ヒューズ HD,電子部品,2019-09-07,957,2334,2233638,1294807,223363,111681,1629851,603787,27.03
2025-10-01,P0150,ヒューズ HD,電子部品,2019-09-07,979,1705,1669195,967607,166919,83459,1217985,451210,27.03
2025-11-01,P0150,ヒューズ HD,電子部品,2019-09-07,960,2007,1926720,1116891,192672,96336,1405899,520821,27.03
2025-12-01,P0150,ヒューズ HD,電子部品,2019-09-07,949,1534,1455766,843886,145576,72788,1062250,393516,27.03
2026-01-01,P0150,ヒューズ HD,電子部品,2019-09-07,966,2024,1955184,1133391,195518,97759,1426668,528516,27.03
2026-02-01,P0150,ヒューズ HD,電子部品,2019-09-07,961,1558,1497238,867927,149723,74861,1092511,404727,27.03
2026-03-01,P0150,ヒューズ HD,電子部品,2019-09-07,952,1817,1729784,1002730,172978,86489,1262197,467587,27.03
2024-04-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14665,26,381290,194395,38129,19064,251588,129702,34.02
2024-05-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14824,24,355776,181387,35577,17788,234752,121024,34.02
2024-06-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14617,25,365425,186306,36542,18271,241119,124306,34.02
2024-07-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14562,21,305802,155908,30580,15290,201778,104024,34.02
2024-08-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14967,24,359208,183137,35920,17960,237017,122191,34.02
2024-09-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,15008,22,330176,168335,33017,16508,217860,112316,34.02
2024-10-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14543,28,407204,207607,40720,20360,268687,138517,34.02
2024-11-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14656,21,307776,156915,30777,15388,203080,104696,34.02
2024-12-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14856,21,311976,159056,31197,15598,205851,106125,34.02
2025-01-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,15017,21,315357,160780,31535,15767,208082,107275,34.02
2025-02-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14973,26,389298,198478,38929,19464,256871,132427,34.02
2025-03-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14842,29,430418,219442,43041,21520,284003,146415,34.02
2025-04-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,15128,30,453840,231383,45384,22692,299459,154381,34.02
2025-05-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14615,24,350760,178830,35076,17538,231444,119316,34.02
2025-06-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14673,25,366825,187020,36682,18341,242043,124782,34.02
2025-07-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14765,26,383890,195720,38389,19194,253303,130587,34.02
2025-08-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14994,26,389844,198756,38984,19492,257232,132612,34.02
2025-09-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14860,24,356640,181827,35664,17832,235323,121317,34.02
2025-10-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,15007,24,360168,201989,36016,18008,256013,104155,28.92
2025-11-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14546,27,392742,220257,39274,19637,279168,113574,28.92
2025-12-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14642,28,409976,229922,40997,20498,291417,118559,28.92
2026-01-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14877,28,416556,233612,41655,20827,296094,120462,28.92
2026-02-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,14953,25,373825,209648,37382,18691,265721,108104,28.92
2026-03-01,P0151,精密シャフト 小型,精密金属部品,2019-07-08,15003,30,450090,252419,45009,22504,319932,130158,28.92
2024-04-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23834,252,6006168,3629151,600616,300308,4530075,1476093,24.58
2024-05-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24231,258,6251598,3777449,625159,312579,4715187,1536411,24.58
2024-06-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23666,198,4685868,2831377,468586,234293,3534256,1151612,24.58
2024-07-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23597,210,4955370,2994220,495537,247768,3737525,1217845,24.58
2024-08-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23623,221,5220683,3154532,522068,261034,3937634,1283049,24.58
2024-09-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23535,240,5648400,3412975,564840,282420,4260235,1388165,24.58
2024-10-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24075,210,5055750,3054873,505575,252787,3813235,1242515,24.58
2024-11-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23841,222,5292702,3198048,529270,264635,3991953,1300749,24.58
2024-12-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24380,259,6314420,3815409,631442,315721,4762572,1551848,24.58
2025-01-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23514,237,5572818,3367305,557281,278640,4203226,1369592,24.58
2025-02-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24365,194,4726810,2856115,472681,236340,3565136,1161674,24.58
2025-03-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24158,248,5991184,3620097,599118,299559,4518774,1472410,24.58
2025-04-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23610,248,5855280,3537979,585528,292764,4416271,1439009,24.58
2025-05-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24202,227,5493854,3319592,549385,274692,4143669,1350185,24.58
2025-06-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23665,265,6271225,3789309,627122,313561,4729992,1541233,24.58
2025-07-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23588,240,5661120,3420660,566112,283056,4269828,1391292,24.58
2025-08-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23679,274,6488046,3920320,648804,324402,4893526,1594520,24.58
2025-09-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,23659,252,5962068,3602504,596206,298103,4496813,1465255,24.58
2025-10-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24069,242,5824698,3871450,582469,291234,4745153,1079545,18.53
2025-11-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24222,215,5207730,3461376,520773,260386,4242535,965195,18.53
2025-12-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24256,267,6476352,4304580,647635,323817,5276032,1200320,18.53
2026-01-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24150,216,5216400,3467138,521640,260820,4249598,966802,18.53
2026-02-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24005,237,5689185,3781380,568918,284459,4634757,1054428,18.53
2026-03-01,P0152,精密シャフト 中型,精密金属部品,2020-10-28,24012,229,5498748,3654804,549874,274937,4479615,1019133,18.53
2024-04-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40015,386,15445790,6814606,1544579,772289,9131474,6314316,40.88
2024-05-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,39934,365,14575910,6430820,1457591,728795,8617206,5958704,40.88
2024-06-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40995,354,14512230,6402724,1451223,725611,8579558,5932672,40.88
2024-07-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,39765,408,16224120,7158002,1622412,811206,9591620,6632500,40.88
2024-08-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,41201,447,18416847,8125422,1841684,920842,10887948,7528899,40.88
2024-09-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,41061,461,18929121,8351435,1892912,946456,11190803,7738318,40.88
2024-10-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40678,479,19484762,8596581,1948476,974238,11519295,7965467,40.88
2024-11-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,41265,475,19600875,8647809,1960087,980043,11587939,8012936,40.88
2024-12-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,41127,371,15258117,6731806,1525811,762905,9020522,6237595,40.88
2025-01-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40985,447,18320295,8082824,1832029,916014,10830867,7489428,40.88
2025-02-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40350,464,18722400,8260231,1872240,936120,11068591,7653809,40.88
2025-03-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40765,384,15653760,6906362,1565376,782688,9254426,6399334,40.88
2025-04-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,41153,439,18066167,7970704,1806616,903308,10680628,7385539,40.88
2025-05-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40896,461,18853056,8317875,1885305,942652,11145832,7707224,40.88
2025-06-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40016,474,18967584,8368405,1896758,948379,11213542,7754042,40.88
2025-07-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,39831,473,18840063,8312143,1884006,942003,11138152,7701911,40.88
2025-08-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,39873,409,16308057,7195034,1630805,815402,9641241,6666816,40.88
2025-09-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40359,411,16587549,7318345,1658754,829377,9806476,6781073,40.88
2025-10-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40778,333,13579074,6590122,1357907,678953,8626982,4952092,36.47
2025-11-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40009,438,17523942,8504624,1752394,876197,11133215,6390727,36.47
2025-12-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40017,432,17287344,8389800,1728734,864367,10982901,6304443,36.47
2026-01-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,39966,342,13668372,6633460,1366837,683418,8683715,4984657,36.47
2026-02-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,40990,416,17051840,8275506,1705184,852592,10833282,6218558,36.47
2026-03-01,P0153,精密シャフト 大型,精密金属部品,2023-10-23,41039,416,17072224,8285399,1707222,853611,10846232,6225992,36.47
2024-04-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,56276,139,7822364,3396039,782236,391118,4569393,3252971,41.59
2024-05-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54450,118,6425100,2789424,642510,321255,3753189,2671911,41.59
2024-06-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55439,106,5876534,2551267,587653,293826,3432746,2443788,41.59
2024-07-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54526,126,6870276,2982695,687027,343513,4013235,2857041,41.59
2024-08-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,56232,143,8041176,3491035,804117,402058,4697210,3343966,41.59
2024-09-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54576,112,6112512,2653715,611251,305625,3570591,2541921,41.59
2024-10-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54975,110,6047250,2625382,604725,302362,3532469,2514781,41.59
2024-11-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55435,142,7871770,3417488,787177,393588,4598253,3273517,41.59
2024-12-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55164,102,5626728,2442815,562672,281336,3286823,2339905,41.59
2025-01-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55016,104,5721664,2484031,572166,286083,3342280,2379384,41.59
2025-02-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55551,119,6610569,2869944,661056,330528,3861528,2749041,41.59
2025-03-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,56051,126,7062426,3066116,706242,353121,4125479,2936947,41.59
2025-04-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55829,100,5582900,2423787,558290,279145,3261222,2321678,41.59
2025-05-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54791,100,5479100,2378723,547910,273955,3200588,2278512,41.59
2025-06-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55644,143,7957092,3454530,795709,397854,4648093,3308999,41.59
2025-07-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55203,108,5961924,2588338,596192,298096,3482626,2479298,41.59
2025-08-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,56190,135,7585650,3293271,758565,379282,4431118,3154532,41.59
2025-09-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54174,131,7096794,3081036,709679,354839,4145554,2951240,41.59
2025-10-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54457,124,6752668,3224800,675266,337633,4237699,2514969,37.24
2025-11-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55441,101,5599541,2674113,559954,279977,3514044,2085497,37.24
2025-12-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54199,138,7479462,3571887,747946,373973,4693806,2785656,37.24
2026-01-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,55679,138,7683702,3669424,768370,384185,4821979,2861723,37.24
2026-02-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54660,136,7433760,3550061,743376,371688,4665125,2768635,37.24
2026-03-01,P0154,精密シャフト 業務用,精密金属部品,2022-10-04,54384,119,6471696,3090619,647169,323584,4061372,2410324,37.24
2024-04-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73157,109,7974113,4059523,797411,398705,5255639,2718474,34.09
2024-05-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,72772,103,7495516,3815875,749551,374775,4940201,2555315,34.09
2024-06-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,74526,137,10210062,5197817,1021006,510503,6729326,3480736,34.09
2024-07-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,75009,111,8325999,4238664,832599,416299,5487562,2838437,34.09
2024-08-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73415,106,7781990,3961715,778199,389099,5129013,2652977,34.09
2024-09-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73521,133,9778293,4978009,977829,488914,6444752,3333541,34.09
2024-10-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73302,105,7696710,3918300,769671,384835,5072806,2623904,34.09
2024-11-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,74045,118,8737310,4448057,873731,436865,5758653,2978657,34.09
2024-12-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73487,113,8304031,4227480,830403,415201,5473084,2830947,34.09
2025-01-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73794,107,7895958,4019735,789595,394797,5204127,2691831,34.09
2025-02-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,74773,105,7851165,3996932,785116,392558,5174606,2676559,34.09
2025-03-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73425,130,9545250,4859370,954525,477262,6291157,3254093,34.09
2025-04-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,72236,130,9390680,4780680,939068,469534,6189282,3201398,34.09
2025-05-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73514,111,8160054,4154183,816005,408002,5378190,2781864,34.09
2025-06-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,74423,116,8633068,4394989,863306,431653,5689948,2943120,34.09
2025-07-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73336,140,10267040,5226824,1026704,513352,6766880,3500160,34.09
2025-08-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,74015,111,8215665,4182494,821566,410783,5414843,2800822,34.09
2025-09-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,72632,108,7844256,3993414,784425,392212,5170051,2674205,34.09
2025-10-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,74602,140,10444280,5848760,1044428,522214,7415402,3028878,29.0
2025-11-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,72858,140,10200120,5712032,1020012,510006,7242050,2958070,29.0
2025-12-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,73505,95,6982975,3910441,698297,349148,4957886,2025089,29.0
2026-01-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,72623,138,10021974,5612270,1002197,501098,7115565,2906409,29.0
2026-02-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,72419,100,7241900,4055439,724190,362095,5141724,2100176,29.0
2026-03-01,P0155,精密シャフト HD,精密金属部品,2020-01-29,74532,130,9689160,5425896,968916,484458,6879270,2809890,29.0
2024-04-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3379,117,395343,172340,39534,19767,231641,163702,41.41
2024-05-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3304,140,462560,201641,46256,23128,271025,191535,41.41
2024-06-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3350,131,438850,191306,43885,21942,257133,181717,41.41
2024-07-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3412,133,453796,197821,45379,22689,265889,187907,41.41
2024-08-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3332,142,473144,206255,47314,23657,277226,195918,41.41
2024-09-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3370,153,515610,224767,51561,25780,302108,213502,41.41
2024-10-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3365,115,386975,168692,38697,19348,226737,160238,41.41
2024-11-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3333,128,426624,185976,42662,21331,249969,176655,41.41
2024-12-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3357,155,520335,226827,52033,26016,304876,215459,41.41
2025-01-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3305,136,449480,195940,44948,22474,263362,186118,41.41
2025-02-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3325,143,475475,207271,47547,23773,278591,196884,41.41
2025-03-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3354,167,560118,244169,56011,28005,328185,231933,41.41
2025-04-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3335,164,546940,238425,54694,27347,320466,226474,41.41
2025-05-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3290,162,532980,232339,53298,26649,312286,220694,41.41
2025-06-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3293,132,434676,189486,43467,21733,254686,179990,41.41
2025-07-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3406,116,395096,172232,39509,19754,231495,163601,41.41
2025-08-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3366,156,525096,228902,52509,26254,307665,217431,41.41
2025-09-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3359,145,487055,212319,48705,24352,285376,201679,41.41
2025-10-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3393,151,512343,245677,51234,25617,322528,189815,37.05
2025-11-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3383,149,504067,241709,50406,25203,317318,186749,37.05
2025-12-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3413,131,447103,214394,44710,22355,281459,165644,37.05
2026-01-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3334,116,386744,185450,38674,19337,243461,143283,37.05
2026-02-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3307,165,545655,261651,54565,27282,343498,202157,37.05
